locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA5406,0.039234701000000004,PA5406,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5406&e1=1&assembly=complete
PA5550,0.039077279,glmR,,GlmR transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5550&e1=1&assembly=complete
PA3081,0.039054421000000006,PA3081,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3081&e1=1&assembly=complete
PA2918,0.038875332000000005,PA2918,,short-chain dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2918&e1=1&assembly=complete
PA1236,0.038504578000000005,PA1236,,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1236&e1=1&assembly=complete
PA3689,0.038250806000000005,PA3689,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3689&e1=1&assembly=complete
PA1274,-0.038797059,PA1274,,5%2C6-dimethylbenzimidazole synthase,Energy production and conversion,Cobalamin,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1274&e1=1&assembly=complete
PA1653,-0.038949889,PA1653,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1653&e1=1&assembly=complete
PA3865a,-0.046327204000000004,PA3865a,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3865a&e1=1&assembly=complete
PA1602,-0.050611638,PA1602,,oxidoreductase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1602&e1=1&assembly=complete
PA1970,-0.054703022000000004,PA1970,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1970&e1=1&assembly=complete
