,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_02190,CP008776.1,411480,412271,+,ytmP,aminoglycoside phosphotransferase,AKK69893.1,"TrxR_M1,Phage_1",Cell wall/membrane/envelope biogenesis
SP5448_02195,CP008776.1,412271,412906,+,trmB,tRNA (guanine-N7)-methyltransferase,AKK69894.1,"TrxR_M1,Phage_1","Translation, ribosomal structure and biogenesis"
SP5448_02205,CP008776.1,413104,414183,-,int3,recombinase,AKK69895.1,"TrxR_M1,Phage_1","Replication, recombination and repair"
SP5448_02210,CP008776.1,414300,414851,-,SP5448_02210,hypothetical protein,AKK69896.1,Phage_1,Function unknown
SP5448_02215,CP008776.1,414862,415245,-,SP5448_02215,hypothetical protein,AKK69897.1,Phage_1,Function unknown
SP5448_02220,CP008776.1,415259,415609,-,ps115,XRE family transcriptional regulator,AKK69898.1,Phage_1,Transcription
SP5448_02230,CP008776.1,416071,416484,-,SP5448_02230,hypothetical protein,AKK69899.1,Phage_1,Function unknown
SP5448_02235,CP008776.1,416532,416747,+,SP5448_02235,hypothetical protein,AKK69900.1,Phage_1,Function unknown
SP5448_02240,CP008776.1,416809,417084,+,SP5448_02240,hypothetical protein,AKK69901.1,,Function unknown
SP5448_02250,CP008776.1,417244,417447,+,SP5448_02250,hypothetical protein,AKK69902.1,Phage_1,Function unknown
SP5448_02255,CP008776.1,417444,417830,+,SP5448_02255,hypothetical protein,AKK69903.1,Phage_1,Function unknown
SP5448_02265,CP008776.1,417976,418179,+,SP5448_02265,hypothetical protein,AKK69904.1,Phage_1,Function unknown
SP5448_02270,CP008776.1,418267,418566,+,SP5448_02270,hypothetical protein,AKK69905.1,Phage_1,Function unknown
SP5448_02275,CP008776.1,418566,419720,+,SP5448_02275,hypothetical protein,AKK69906.1,Phage_1,"Replication, recombination and repair"
SP5448_02280,CP008776.1,419724,420122,+,SP5448_02280,hypothetical protein,AKK69907.1,Phage_1,Function unknown
SP5448_02285,CP008776.1,420133,420690,+,SP5448_02285,hypothetical protein,AKK69908.1,Phage_1,Function unknown
SP5448_02290,CP008776.1,420733,422655,+,SP5448_02290,DNA polymerase,AKK69909.1,Phage_1,"Replication, recombination and repair"
SP5448_02295,CP008776.1,422660,425044,+,SP5448_02295,DNA primase,AKK69910.1,Phage_1,Signal transduction mechanisms
SP5448_02300,CP008776.1,425431,425706,+,SP5448_02300,nuclease,AKK69911.1,Phage_1,Function unknown
SP5448_02305,CP008776.1,425703,427025,+,SP5448_02305,DEAD/DEAH box helicase,AKK69912.1,Phage_1,"Replication, recombination and repair"
SP5448_02315,CP008776.1,427190,427456,+,SP5448_02315,hypothetical protein,AKK69913.1,,Function unknown
SP5448_02320,CP008776.1,427465,428316,+,rlmL,DNA methyltransferase,AKK69914.1,Phage_1,"Replication, recombination and repair"
SP5448_02325,CP008776.1,428306,428497,+,SP5448_02325,hypothetical protein,AKK69915.1,Phage_1,Function unknown
SP5448_02330,CP008776.1,428494,428910,+,SP5448_02330,transcriptional regulator,AKK69916.1,Phage_1,Function unknown
SP5448_02335,CP008776.1,429021,429452,+,SP5448_02335,terminase,AKK69917.1,Mga,"Replication, recombination and repair"
SP5448_02340,CP008776.1,429442,430719,+,SP5448_02340,hypothetical protein,AKK69918.1,"Mga,Rgg,Rgg","Replication, recombination and repair"
SP5448_02345,CP008776.1,430735,432267,+,SP5448_02345,phage portal protein,AKK69919.1,Phage_1,Function unknown
SP5448_02350,CP008776.1,432233,433672,+,SP5448_02350,hypothetical protein,AKK69920.1,Phage_1,Function unknown
SP5448_02355,CP008776.1,433703,433891,+,SP5448_02355,hypothetical protein,AKK69921.1,,Function unknown
SP5448_02360,CP008776.1,433894,434160,+,SP5448_02360,hypothetical protein,AKK69922.1,"FasX_15min_M1,Phage_1",Function unknown
SP5448_02365,CP008776.1,434316,434885,+,SP5448_02365,phage capsid scaffolding protein,AKK69923.1,"Rgg,Rgg,Phage_1",Function unknown
SP5448_02370,CP008776.1,434898,435785,+,SP5448_02370,hypothetical protein,AKK69924.1,Phage_1,Function unknown
SP5448_02375,CP008776.1,435797,436153,+,SP5448_02375,hypothetical protein,AKK69925.1,Phage_1,Function unknown
SP5448_02380,CP008776.1,436164,436442,+,SP5448_02380,hypothetical protein,AKK69926.1,Phage_1,Function unknown
SP5448_02385,CP008776.1,436439,436783,+,SP5448_02385,hypothetical protein,AKK69927.1,,Function unknown
SP5448_02390,CP008776.1,436787,437146,+,SP5448_02390,hypothetical protein,AKK69928.1,"CovR,Phage_1",Function unknown
SP5448_02395,CP008776.1,437158,437757,+,SP5448_02395,hypothetical protein,AKK69929.1,"CovR,CovR,Phage_1",Cell motility
SP5448_02400,CP008776.1,437811,438266,+,SP5448_02400,hypothetical protein,AKK69930.1,Phage_1,Function unknown
SP5448_02405,CP008776.1,438341,438574,+,SP5448_02405,hypothetical protein,AKK69931.1,Phage_1,Function unknown
SP5448_02410,CP008776.1,438589,442971,+,sca1,tail protein,AKK69932.1,"Rgg,Rgg,Phage_1","Cell cycle control, cell division, chromosome partitioning"
SP5448_02415,CP008776.1,442983,443825,+,SP5448_02415,hypothetical protein,AKK69933.1,Phage_1,Function unknown
SP5448_02420,CP008776.1,443835,445817,+,SP5448_02420,peptidase,AKK69934.1,Phage_1,Function unknown
SP5448_02425,CP008776.1,445814,446869,+,SP5448_02425,hyaluronoglucosaminidase,AKK69935.1,Phage_1,Function unknown
SP5448_02430,CP008776.1,446869,447504,+,SP5448_02430,hypothetical protein,AKK69936.1,Phage_1,Function unknown
SP5448_02435,CP008776.1,447515,449422,+,SP5448_02435,hypothetical protein,AKK69937.1,Phage_1,Function unknown
SP5448_02445,CP008776.1,449595,450215,+,SP5448_02445,hypothetical protein,AKK69938.1,Phage_1,Function unknown
SP5448_02450,CP008776.1,450226,450525,+,SP5448_02450,membrane protein,AKK69939.1,"CcpA_core_M1,Phage_1",Function unknown
SP5448_02455,CP008776.1,450522,450707,+,SP5448_02455,membrane protein,AKK69940.1,"CcpA_core_M1,Phage_1",Function unknown
SP5448_02460,CP008776.1,450711,450821,+,SP5448_02460,membrane protein,AKK69941.1,,Function unknown
SP5448_02465,CP008776.1,450818,452014,+,SP5448_02465,lysin,AKK69942.1,Phage_1,Function unknown
SP5448_02470,CP008776.1,452130,453302,-,SP5448_02470,streptodornase,AKK69943.1,"CovR,Mga,CovR,Phage_1",Nucleotide transport and metabolism
SP5448_02475,CP008776.1,453541,453720,+,SP5448_02475,hypothetical protein,AKK69944.1,"FasX_60min_M1,FasX_60min_M1,Phage_1",Function unknown
SP5448_02480,CP008776.1,453965,454501,+,rimP,ribosome maturation protein RimP,AKK69945.1,,Function unknown
SP5448_02485,CP008776.1,454676,455833,+,nusA,transcription elongation factor NusA,AKK69946.1,,Transcription
SP5448_02490,CP008776.1,455849,456145,+,ylxR,hypothetical protein,AKK69947.1,CovR,Transcription
SP5448_02495,CP008776.1,456138,456440,+,ylxQ,hypothetical protein,AKK69948.1,"CovR,Nra_stationary_M49","Translation, ribosomal structure and biogenesis"
SP5448_02500,CP008776.1,456460,459321,+,infB,translation initiation factor IF-2,AKK69949.1,"CovR,Srv_M1","Translation, ribosomal structure and biogenesis"
SP5448_02505,CP008776.1,459526,459876,+,rbfA,ribosome-binding factor A,AKK69950.1,CovR,"Translation, ribosomal structure and biogenesis"
SP5448_02515,CP008776.1,460010,460996,-,SP5448_02515,esterase,AKK69951.1,Mga,Lipid transport and metabolism
SP5448_02520,CP008776.1,461168,461602,+,copY,uracil phosphoribosyltransferase,AKK69952.1,"CopR,CovR,Nra_transition_M49,Irr_EE_M6,Irr_LE_M6",Transcription
SP5448_02525,CP008776.1,461602,463833,+,copA,ATPase P,AKK69953.1,"CopR,Rgg,CovR,Nra_transition_M49",Inorganic ion transport and metabolism
SP5448_02530,CP008776.1,463847,464050,+,copZ,carbonate dehydratase,AKK69954.1,"CopR,Rgg,Nra_transition_M49",Energy production and conversion
SP5448_02535,CP008776.1,464254,465024,-,lacR,DeoR faimly transcriptional regulator,AKK69955.1,CcpA,Transcription
SP5448_02540,CP008776.1,465261,465734,+,SP5448_02540,PTS galactose transporter subunit IIA,AKK69956.1,"CcpA,CcpA_core_M1,CovR,Mga,LacD.1_M14,Nra_exponetional_M49",Carbohydrate transport and metabolism
SP5448_02545,CP008776.1,465727,466032,+,SP5448_02545,PTS fructose transporter subunit IIB,AKK69957.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg",Carbohydrate transport and metabolism
SP5448_02550,CP008776.1,466058,467509,+,gatC,PTS galactitol transporter subunit IIC,AKK69958.1,"CcpA,CcpA_core_M1,CovR,CovR",Carbohydrate transport and metabolism
SP5448_02555,CP008776.1,467749,468174,+,lacA,galactose-6-phosphate isomerase,AKK69959.1,"CcpA_core_M1,CovR,Rgg,RivR_M1",Carbohydrate transport and metabolism
SP5448_02560,CP008776.1,468189,468704,+,rpiB,galactose-6-phosphate isomerase,AKK69960.1,"CcpA_core_M1,CovR,Mga",Carbohydrate transport and metabolism
SP5448_02565,CP008776.1,468869,469132,+,lacC,tagatose-6-phosphate kinase,AKK69961.1,,Coenzyme transport and metabolism
SP5448_02570,CP008776.1,469214,470191,+,lacD,tagatose-bisphosphate aldolase,AKK69962.1,"CcpA_core_M1,CovR",Carbohydrate transport and metabolism
SP5448_02580,CP008776.1,470388,471005,+,yvgT,membrane protein,AKK69963.1,,Function unknown
SP5448_02585,CP008776.1,471007,471831,+,XK27_04800,haloacid dehalogenase,AKK69964.1,,Function unknown
SP5448_02590,CP008776.1,471867,472424,-,XK27_08140,TetR family transcriptional regulator,AKK69965.1,"CovR,Rgg,Irr_LE_M6",Transcription
SP5448_02595,CP008776.1,472717,473559,+,yitS,hypothetical protein,AKK69966.1,"Rgg,Irr_LE_M6",Function unknown
SP5448_02600,CP008776.1,473688,474410,-,SP5448_02600,hypothetical protein,AKK69967.1,"Rgg,Irr_EE_M6",Function unknown
SP5448_02605,CP008776.1,474594,476243,+,nptA,sodium-dependent phosphate transporter,AKK69968.1,"Rgg,Nra_transition_M49,Irr_LE_M6",Inorganic ion transport and metabolism
SP5448_02610,CP008776.1,476361,477509,+,nagA,N-acetylglucosamine-6-phosphate deacetylase,AKK69969.1,"NagR,Nra_stationary_M49",Carbohydrate transport and metabolism
SP5448_02615,CP008776.1,477631,478470,+,yvgN,2%2C5-diketo-D-gluconic acid reductase,AKK69970.1,"CcpA_core_M1,TrxR_M1,Mga",Energy production and conversion
SP5448_02620,CP008776.1,478602,479135,+,SP5448_02620,membrane protein,AKK69971.1,CovR,Function unknown
SP5448_02625,CP008776.1,479507,480424,+,glyQ,glycyl-tRNA ligase,AKK69972.1,"T-box(Gly),Rgg","Translation, ribosomal structure and biogenesis"
SP5448_02630,CP008776.1,480802,482841,+,glyS,glycyl-tRNA synthase subunit beta,AKK69973.1,"T-box(Gly),Rgg","Translation, ribosomal structure and biogenesis"
SP5448_02635,CP008776.1,482995,483252,+,ynzC,hypothetical protein,AKK69974.1,"T-box(Gly),Rgg",Function unknown
SP5448_02640,CP008776.1,483319,483771,+,SP5448_02640,hypothetical protein,AKK69975.1,"Mga,Irr_EE_M6,Irr_LE_M6",Signal transduction mechanisms
SP5448_02645,CP008776.1,484132,485658,+,glpK,glycerol kinase,AKK69976.1,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg,RivR_M1",Nucleotide transport and metabolism
SP5448_02650,CP008776.1,485674,487512,+,glpD,alpha-glycerophosphate oxidase,AKK69977.1,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg",Energy production and conversion
SP5448_02655,CP008776.1,487514,488215,+,glpF,glycerol transporter,AKK69978.1,"CcpA,CcpA_core_M1,CovR,Srv_M1,Irr_EE_M6","Intracellular trafficking, secretion, and vesicular transport"
SP5448_02660,CP008776.1,488323,489669,+,XK27_00190,NADH peroxidase,AKK69979.1,"CcpA,CcpA_core_M1,CovR,Rgg,Irr_EE_M6",Energy production and conversion
SP5448_02665,CP008776.1,489659,491158,+,XK27_00195,DNA-binding protein,AKK69980.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg",Transcription
SP5448_02670,CP008776.1,491284,491928,+,tal,transaldolase,AKK69981.1,"CcpA_core_M1,CovR,Mga,Rgg,Irr_EE_M6,Irr_LE_M6",Coenzyme transport and metabolism
SP5448_02675,CP008776.1,492146,494131,+,tkt,transketolase,AKK69982.1,"CcpA,CovR",Carbohydrate transport and metabolism
SP5448_02680,CP008776.1,494324,494590,+,SP5448_02680,enterocin immunity protein,AKK69983.1,"SPy1285,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_02685,CP008776.1,494624,495358,+,ecsA2,3-dehydroquinate dehydratase,AKK69984.1,"SPy1285,TrxR_M1,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49,Irr_EE_M6,Irr_LE_M6",Defense mechanisms
SP5448_02690,CP008776.1,495363,496991,+,XK27_00765,ABC transporter permease,AKK69985.1,"SPy1285,TrxR_M1,Mga,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49",Function unknown
SP5448_02695,CP008776.1,497056,497877,+,proB,gamma-glutamyl kinase,AKK69986.1,"Rgg,Irr_LE_M6",Nucleotide transport and metabolism
SP5448_02700,CP008776.1,497870,499120,+,proA,gamma-glutamyl phosphate reductase,AKK69987.1,,Amino acid transport and metabolism
SP5448_02715,CP008776.1,499594,500607,+,rsmH,16S rRNA methyltransferase,AKK69988.1,,"Translation, ribosomal structure and biogenesis"
SP5448_02720,CP008776.1,500612,500935,+,ftsL,cell division protein FtsL,AKK69989.1,TrxR_M1,"Cell cycle control, cell division, chromosome partitioning"
SP5448_02725,CP008776.1,500939,503194,+,ftsI,penicillin-binding protein,AKK69990.1,,Cell wall/membrane/envelope biogenesis
SP5448_02730,CP008776.1,503196,504206,+,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase,AKK69991.1,Irr_EE_M6,Cell wall/membrane/envelope biogenesis
SP5448_02735,CP008776.1,504364,505707,+,cshB,DEAD/DEAH box helicase,AKK69992.1,Irr_LE_M6,Function unknown
SP5448_02740,CP008776.1,505902,506705,+,yxeN,amino acid ABC transporter permease,AKK69993.1,Rgg,Inorganic ion transport and metabolism
SP5448_02745,CP008776.1,506705,507448,+,tcyN,amino acid ABC transporter ATP-binding protein,AKK69994.1,Rgg,Amino acid transport and metabolism
SP5448_02750,CP008776.1,507552,507776,+,SP5448_02750,amino acid ABC transporter,AKK69995.1,,Function unknown
SP5448_02755,CP008776.1,507840,508757,+,trxB,thioredoxin reductase,AKK69996.1,,Energy production and conversion
SP5448_02760,CP008776.1,508926,510305,+,cycA,amino acid transporter,AKK69997.1,CodY,Amino acid transport and metabolism
SP5448_02765,CP008776.1,510476,511930,+,pncB,nicotinate phosphoribosyltransferase,AKK69998.1,"Rex,Rgg",Coenzyme transport and metabolism
SP5448_02770,CP008776.1,511932,512756,+,nadE,NAD synthetase,AKK69999.1,"Rex,CovR,Nra_transition_M49,Irr_LE_M6",Coenzyme transport and metabolism
SP5448_02775,CP008776.1,512941,514278,+,pepC,aminopeptidase C,AKK70000.1,,Amino acid transport and metabolism
SP5448_02780,CP008776.1,514745,516910,-,ponA,penicillin-binding protein,AKK70001.1,,Cell wall/membrane/envelope biogenesis
SP5448_02785,CP008776.1,516897,517496,-,recU,Holliday junction resolvase,AKK70002.1,,"Replication, recombination and repair"
SP5448_02790,CP008776.1,517577,518092,+,ypsA,hypothetical protein,AKK70003.1,"TrxR_M1,Rgg",Function unknown
SP5448_02795,CP008776.1,518214,518540,+,gpsB,cell division protein GpsB,AKK70004.1,"Rny_M49_M49,Rny_M49","Cell cycle control, cell division, chromosome partitioning"
SP5448_02805,CP008776.1,518985,520139,+,rlmL,N-6 DNA methylase,AKK70005.1,"RivR_M1,Rny_M49_M49,Rny_M49","Replication, recombination and repair"
SP5448_02810,CP008776.1,520153,521622,+,mapZ,membrane protein,AKK70006.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_02815,CP008776.1,521767,522249,-,luxS,S-ribosylhomocysteinase,AKK70007.1,Rgg,Coenzyme transport and metabolism
SP5448_02820,CP008776.1,522323,523654,-,XK27_05475,cytochrome C biogenesis protein CcmE,AKK70008.1,"CcpA,Rgg",Function unknown
SP5448_02825,CP008776.1,523725,524504,-,SP5448_02825,3-hydroxybutyrate dehydrogenase,AKK70009.1,"CcpA,Mga",Energy production and conversion
SP5448_02830,CP008776.1,524537,525196,-,ctfB,acetate CoA-transferase,AKK70010.1,CcpA,Lipid transport and metabolism
SP5448_02835,CP008776.1,525198,525848,-,ctfA,branched-chain amino acid dehydrogenase,AKK70011.1,"CcpA,Rgg,Nra_transition_M49",Lipid transport and metabolism
SP5448_02840,CP008776.1,525872,527059,-,thlA,acetyl-CoA acetyltransferase,AKK70012.1,CcpA,Lipid transport and metabolism
SP5448_02845,CP008776.1,527261,528157,+,gltC_1,LysR family transcriptional regulator,AKK70013.1,,Transcription
SP5448_02850,CP008776.1,528287,529894,+,rny,ribonuclease,AKK70014.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_02855,CP008776.1,530004,530639,+,gmk,guanylate kinase,AKK70015.1,Irr_EE_M6,Nucleotide transport and metabolism
SP5448_02860,CP008776.1,530655,530972,+,rpoZ,DNA-directed RNA polymerase subunit omega,AKK70016.1,"Mga,Irr_LE_M6",Transcription
SP5448_02865,CP008776.1,531037,533421,+,priA,primosomal protein DnaI,AKK70017.1,Rgg,"Replication, recombination and repair"
SP5448_02870,CP008776.1,533483,534418,+,fmt,methionyl-tRNA formyltransferase,AKK70018.1,TrxR_M1,"Translation, ribosomal structure and biogenesis"
SP5448_02875,CP008776.1,534408,535730,+,sun,16S rRNA methyltransferase,AKK70019.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_02880,CP008776.1,535768,536508,+,stp,protein phosphatase,AKK70020.1,,Signal transduction mechanisms
SP5448_02885,CP008776.1,536505,538403,+,prkC,serine/threonine protein kinase,AKK70021.1,,Function unknown
SP5448_02890,CP008776.1,538526,539218,+,yvqF,transporter,AKK70022.1,,Function unknown
SP5448_02895,CP008776.1,539215,540219,+,vraS,histidine kinase,AKK70023.1,Rgg,Signal transduction mechanisms
SP5448_02900,CP008776.1,540212,540853,+,vraR,LuxR family transcriptional regulator,AKK70024.1,Rgg,Transcription
SP5448_02905,CP008776.1,540890,542290,+,ppiB,peptidylprolyl isomerase,AKK70025.1,,Carbohydrate transport and metabolism
SP5448_02910,CP008776.1,542290,542667,+,yugI,hypothetical protein,AKK70026.1,"Irr_EE_M6,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_02915,CP008776.1,542685,543626,-,cysK,cysteine synthase,AKK70027.1,"Rgg,Rgg,Srv_M1",Amino acid transport and metabolism
SP5448_02920,CP008776.1,543754,544386,-,yvyE,Xaa-Pro dipeptidase,AKK70028.1,,Function unknown
SP5448_02925,CP008776.1,544442,545767,+,comFA,competence protein,AKK70029.1,,"Replication, recombination and repair"
SP5448_02930,CP008776.1,545739,546404,+,comFC,competence protein ComF,AKK70030.1,"CcpA_core_M1,CovR,CovR,Irr_EE_M6",Function unknown
SP5448_02935,CP008776.1,546484,547032,+,hpf,ribosome-associated factor Y,AKK70031.1,"CcpA,CcpA_core_M1,Mga","Translation, ribosomal structure and biogenesis"
SP5448_02980,CP008776.1,554435,554968,-,ygaC,hypothetical protein,AKK70032.1,Irr_EE_M6,"Translation, ribosomal structure and biogenesis"
SP5448_02985,CP008776.1,555048,555824,-,recX,recombination regulator RecX,AKK70033.1,"Mga,Irr_EE_M6",Function unknown
SP5448_02990,CP008776.1,555939,557294,+,rumA,RNA methyltransferase,AKK70034.1,"Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49","Translation, ribosomal structure and biogenesis"
SP5448_02995,CP008776.1,557959,559314,+,SP5448_02995,histidine kinase,AKK70035.1,Irr_EE_M6,Signal transduction mechanisms
SP5448_03000,CP008776.1,559415,562120,-,mngB,alpha-mannosidase,AKK70036.1,"CcpA,Mga,Rgg",Carbohydrate transport and metabolism
SP5448_03005,CP008776.1,562135,563448,-,SP5448_03005,glycosyl hydrolase,AKK70037.1,"CcpA,Mga,Irr_LE_M6",Function unknown
SP5448_03010,CP008776.1,563554,564594,+,rliB,AraC family transcriptional regulator,AKK70038.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg",Transcription
SP5448_03015,CP008776.1,564645,566339,+,hyl,hyaluronidase,AKK70039.1,"CcpA,CcpA_core_M1,Mga,Rgg",Carbohydrate transport and metabolism
SP5448_03020,CP008776.1,566363,567805,+,bgl,6-phospho-beta-glucosidase,AKK70040.1,"CcpA,CcpA_core_M1,TrxR_M1,Rgg,LacD.1_M14,Irr_EE_M6",Carbohydrate transport and metabolism
SP5448_03030,CP008776.1,568416,569294,-,ypbG,N-acetylmannosamine kinase,AKK70041.1,Rgg,Function unknown
SP5448_03035,CP008776.1,569490,570440,+,SP5448_03035,sugar ABC transporter permease,AKK70042.1,"CcpA,CcpA_core_M1,CovR,Rgg,CovR",Inorganic ion transport and metabolism
SP5448_03040,CP008776.1,570450,571376,+,lplC,sugar ABC transporter permease,AKK70043.1,"CcpA,CcpA_core_M1,CovR,Rgg,Nra_transition_M49",Inorganic ion transport and metabolism
SP5448_03045,CP008776.1,571457,572902,+,SP5448_03045,sugar ABC transporter substrate-binding protein,AKK70044.1,"CcpA_core_M1,CovR,Rgg,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_03050,CP008776.1,573208,573813,+,ypcB,membrane protein,AKK70045.1,"CcpA_core_M1,CovR,Rgg,Rgg",Function unknown
SP5448_03055,CP008776.1,573803,575527,+,SP5448_03055,ATPase,AKK70046.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR",Signal transduction mechanisms
SP5448_03060,CP008776.1,575527,577011,+,SP5448_03060,AraC family transcriptional regulator,AKK70047.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR",Signal transduction mechanisms
SP5448_03065,CP008776.1,576941,580447,+,lacZ,beta-galactosidase,AKK70048.1,"CcpA_core_M1,CovR,Rgg,Rgg",Carbohydrate transport and metabolism
SP5448_03070,CP008776.1,580585,581463,+,aroE,shikimate dehydrogenase,AKK70049.1,,Amino acid transport and metabolism
SP5448_03075,CP008776.1,581698,582453,+,ubiE,SAM-dependent methyltransferase,AKK70050.1,,"Secondary metabolites biosynthesis, transport and catabolism"
SP5448_03080,CP008776.1,582506,582844,+,SP5448_03080,cupin,AKK70051.1,"Srv_M1,Irr_EE_M6",Function unknown
SP5448_03085,CP008776.1,582846,583151,+,SP5448_03085,acetate kinase,AKK70052.1,Irr_LE_M6,Function unknown
SP5448_03090,CP008776.1,583586,584659,-,aroB,3-dehydroquinate synthase,AKK70053.1,CovR,Amino acid transport and metabolism
SP5448_03095,CP008776.1,584715,585467,-,aroF,3-deoxy-7-phosphoheptulonate synthase,AKK70054.1,"Mga,Srv_M1,Irr_EE_M6",Amino acid transport and metabolism
SP5448_03105,CP008776.1,585946,586200,+,SP5448_03105,hypothetical protein,AKK70055.1,,Function unknown
SP5448_03110,CP008776.1,586218,586613,+,SP5448_03110,hypothetical protein,AKK70056.1,"Irr_EE_M6,Irr_LE_M6","Replication, recombination and repair"
SP5448_03115,CP008776.1,587038,587217,+,rimL,GNAT family acetyltransferase,AKK70057.1,"T-box(Val),Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_03120,CP008776.1,587214,587777,+,SP5448_03120,shikimate kinase,AKK70058.1,"T-box(Val),Irr_LE_M6",Nucleotide transport and metabolism
SP5448_03125,CP008776.1,587779,590427,+,valS,valine--tRNA ligase,AKK70059.1,"T-box(Val),Rgg","Translation, ribosomal structure and biogenesis"
SP5448_03130,CP008776.1,590581,592989,+,cas3,RNA helicase,AKK70060.1,"Rgg,Rgg,Nra_transition_M49","Replication, recombination and repair"
SP5448_03135,CP008776.1,593146,593850,+,cas5d,CRISPR-associated protein Cas5,AKK70061.1,"CcpA,CovR,Rgg,Rgg,CovR,Nra_transition_M49",Function unknown
SP5448_03140,CP008776.1,593850,595745,+,csd1,CRISPR-associated protein Csd1,AKK70062.1,"CcpA,CovR,Mga,Rgg,Rgg,Nra_transition_M49",Cell wall/membrane/envelope biogenesis
SP5448_03145,CP008776.1,595750,596598,+,csd2,CRISPR-associated protein,AKK70063.1,"CcpA,Rgg,Rgg,Nra_transition_M49","Replication, recombination and repair"
SP5448_03150,CP008776.1,596600,597274,+,cas4,CRISPR-associated protein Cas4,AKK70064.1,"CovR,Mga,Rgg,Rgg,CovR,Nra_transition_M49","Replication, recombination and repair"
SP5448_03155,CP008776.1,597271,598296,+,cas1,CRISPR-associated protein Cas1,AKK70065.1,"CcpA,CovR,Rgg,Rgg,Nra_transition_M49","Replication, recombination and repair"
SP5448_03160,CP008776.1,598307,598600,+,cas2,CRISPR-associated protein Cas2,AKK70066.1,"CcpA,CovR,Mga,Rgg,Rgg,CovR,Nra_transition_M49","Replication, recombination and repair"
SP5448_03165,CP008776.1,599203,599913,+,ccdA,cytochrome C biogenesis protein,AKK70067.1,Mga,"Posttranslational modification, protein turnover, chaperones"
SP5448_03170,CP008776.1,599926,600549,+,tlpA,dihydroneopterin aldolase,AKK70068.1,,Function unknown
SP5448_03175,CP008776.1,600592,601698,+,msrA,peptide methionine sulfoxide reductase,AKK70069.1,"CovR,Rgg,Irr_EE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_03180,CP008776.1,601786,602526,+,rr09,AraC family transcriptional regulator,AKK70070.1,Irr_EE_M6,Signal transduction mechanisms
SP5448_03185,CP008776.1,602523,604256,+,SP5448_03185,histidine kinase,AKK70071.1,,Signal transduction mechanisms
SP5448_03190,CP008776.1,604329,605408,+,yyaQ,MmcQ family protein,AKK70072.1,TrxR_M1,Function unknown
SP5448_03195,CP008776.1,605422,606138,+,XK27_07210,tRNA synthetase subunit beta,AKK70073.1,,Function unknown
SP5448_03200,CP008776.1,606304,606777,-,argR,arginine repressor,AKK70074.1,"CcpA_core_M1,CovR,Rgg,Irr_EE_M6",Transcription
SP5448_03205,CP008776.1,606919,607599,+,iprA,ArcR family transcriptional regulator,AKK70075.1,"CcpA_core_M1,CovR,Rgg",Transcription
SP5448_03210,CP008776.1,607873,609108,+,arcA,arginine deiminase,AKK70076.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,LacD.1_M14,CovR,CovR,CovR,CovR,Nra_stationary_M49,Irr_LE_M6",Amino acid transport and metabolism
SP5448_03215,CP008776.1,609208,609636,+,XK27_04650,acetyltransferase,AKK70077.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,LacD.1_M14,CovR",Transcription
SP5448_03220,CP008776.1,609676,610689,+,argF,ornithine carbamoyltransferase,AKK70078.1,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg,LacD.1_M14,CovR,Irr_LE_M6",Amino acid transport and metabolism
SP5448_03225,CP008776.1,610859,612352,+,arcD,arginine:ornithine antiporter,AKK70079.1,"CcpA_core_M1,CovR,Rgg,Rgg,LacD.1_M14,CovR",Function unknown
SP5448_03230,CP008776.1,612369,613700,+,ytjP,hypothetical protein,AKK70080.1,"CcpA_core_M1,CovR,Rgg,Rgg,LacD.1_M14,CovR",Amino acid transport and metabolism
SP5448_03235,CP008776.1,613720,614670,+,arcC,carbamate kinase,AKK70081.1,"CcpA_core_M1,CovR,Rgg,Rgg,LacD.1_M14,FasX_60min_M1,CovR,Nra_exponetional_M49",Amino acid transport and metabolism
SP5448_03240,CP008776.1,614983,615975,+,asnA,asparagine synthetase AsnA,AKK70082.1,"CodY,CovR",Amino acid transport and metabolism
