locus,gene_weight,gene_name,gene_product,cog,regulator,AlgU,RpoN,link
PA0854,0.0453932957,fumC2,fumarate hydratase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0854&e1=1&assembly=complete
PA1985,0.045153187500000004,pqqA,coenzyme PQQ synthesis protein A,No COG annotation,"ErbR,ErbR",False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1985&e1=1&assembly=complete
PA1745,0.0442370052,PA1745,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1745&e1=1&assembly=complete
PA2180,0.043314948000000006,PA2180,hypothetical protein,Function unknown,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2180&e1=1&assembly=complete
PA2190,0.0431479455,PA2190,hypothetical protein,Function unknown,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2190&e1=1&assembly=complete
PA2896,0.0429849261,PA2896,RNA polymerase sigma factor,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2896&e1=1&assembly=complete
PA0060,0.0427284327,PA0060,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0060&e1=1&assembly=complete
PA2161,0.0419371485,PA2161,hypothetical protein,Function unknown,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2161&e1=1&assembly=complete
PA2175,0.0417517415,PA2175,hypothetical protein,No COG annotation,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2175&e1=1&assembly=complete
PA5261,0.0415838399,algR,alginate biosynthesis regulatory protein AlgR,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5261&e1=1&assembly=complete
PA5061,0.0408199829,PA5061,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5061&e1=1&assembly=complete
PA0553,0.040046444,PA0553,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0553&e1=1&assembly=complete
PA0329,0.0400289344,PA0329,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0329&e1=1&assembly=complete
PA4788,0.0397472253,PA4788,hypothetical protein,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4788&e1=1&assembly=complete
PA2171,0.0392345645,PA2171,hypothetical protein,Function unknown,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2171&e1=1&assembly=complete
PA3031,0.0391830337,PA3031,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3031&e1=1&assembly=complete
PA3369,0.0391823959,PA3369,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3369&e1=1&assembly=complete
PA4338,0.0390972507,PA4338,acyltransferase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4338&e1=1&assembly=complete
PA2569,0.0390440966,PA2569,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2569&e1=1&assembly=complete
PA2883,0.038967184200000005,PA2883,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2883&e1=1&assembly=complete
PA2559a,0.037737974,PA2559a,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2559a&e1=1&assembly=complete
PA2164,0.0376887996,PA2164,glycosyl hydrolase,Carbohydrate transport and metabolism,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2164&e1=1&assembly=complete
PA2150,0.037643137300000004,PA2150,non-homologous end joining protein Ku,"Replication, recombination and repair",RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2150&e1=1&assembly=complete
PA2153,0.0375210106,glgB,1%2C4-alpha-glucan branching protein GlgB,Carbohydrate transport and metabolism,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2153&e1=1&assembly=complete
PA0537,0.0374150888,PA0537,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0537&e1=1&assembly=complete
PA5423,0.037336058000000005,PA5423,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5423&e1=1&assembly=complete
PA2895,0.0372795974,PA2895,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2895&e1=1&assembly=complete
PA5299,0.037232779300000005,PA5299,hypothetical protein,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5299&e1=1&assembly=complete
PA1921,0.0369586992,PA1921,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1921&e1=1&assembly=complete
PA4786,0.0367830646,PA4786,3-ketoacyl-ACP reductase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4786&e1=1&assembly=complete
PA2177,0.036706039100000004,PA2177,sensor/response regulator hybrid protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2177&e1=1&assembly=complete
PA3930,0.0365784683,cioA,cyanide insensitive terminal oxidase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3930&e1=1&assembly=complete
PA3952,0.036507403,PA3952,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3952&e1=1&assembly=complete
PA2023,0.0364914161,galU,UTP-glucose-1-phosphate uridylyltransferase,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2023&e1=1&assembly=complete
PA2165,0.0356413623,PA2165,glycogen synthase,Carbohydrate transport and metabolism,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2165&e1=1&assembly=complete
PA2134,0.0351865943,PA2134,hypothetical protein,Function unknown,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2134&e1=1&assembly=complete
PA3945,0.0351721778,PA3945,hypothetical protein,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3945&e1=1&assembly=complete
PA1407,0.035000508900000005,PA1407,hypothetical protein,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1407&e1=1&assembly=complete
PA4713,0.0346577693,PA4713,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4713&e1=1&assembly=complete
PA2107,0.0342257345,PA2107,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2107&e1=1&assembly=complete
PA1680,0.0341686703,PA1680,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1680&e1=1&assembly=complete
PA3739,0.0340035663,PA3739,sodium/hydrogen antiporter,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3739&e1=1&assembly=complete
PA1243,0.0333855042,PA1243,sensor/response regulator hybrid protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1243&e1=1&assembly=complete
PA0229,0.0328647861,pcaT,dicarboxylic acid transporter PcaT,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0229&e1=1&assembly=complete
PA2987,0.032662689200000004,PA2987,lipoprotein-releasing system ABC transporter ATP-binding protein,Defense mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2987&e1=1&assembly=complete
PA4390,0.032415447800000004,PA4390,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4390&e1=1&assembly=complete
PA4172,0.032024641900000005,PA4172,nuclease,"Replication, recombination and repair",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4172&e1=1&assembly=complete
PA0536,0.0318516807,PA0536,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0536&e1=1&assembly=complete
PA5183,0.0317888807,PA5183,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5183&e1=1&assembly=complete
PA4346,0.0316814132,PA4346,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4346&e1=1&assembly=complete
PA4171,0.0316761575,PA4171,protease,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4171&e1=1&assembly=complete
PA0853,0.0315234235,PA0853,oxidoreductase,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0853&e1=1&assembly=complete
PA2163,0.0315144009,PA2163,4-alpha-glucanotransferase,Carbohydrate transport and metabolism,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2163&e1=1&assembly=complete
PA0920,0.03139985,PA0920,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0920&e1=1&assembly=complete
PA0765,0.031135644400000002,mucC,positive regulator for alginate biosynthesis MucC,Signal transduction mechanisms,AlgU,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0765&e1=1&assembly=complete
PA0962,0.030904929,PA0962,DNA-binding stress protein,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0962&e1=1&assembly=complete
PA4575,0.0308608325,PA4575,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4575&e1=1&assembly=complete
PA3371,0.030353209500000002,PA3371,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3371&e1=1&assembly=complete
PA2988,0.0297928294,PA2988,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2988&e1=1&assembly=complete
PA0588,0.029685787,PA0588,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0588&e1=1&assembly=complete
PA3929,0.029427249500000002,cioB,cyanide insensitive terminal oxidase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3929&e1=1&assembly=complete
PA0354,0.029322174700000002,PA0354,hypothetical protein,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0354&e1=1&assembly=complete
PA0231,0.0291906312,pcaD,3-oxoadipate enol-lactonase,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0231&e1=1&assembly=complete
PA1625,0.029067745800000003,PA1625,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1625&e1=1&assembly=complete
PA0766,0.0289844415,mucD,serine protease MucD,Cell wall/membrane/envelope biogenesis,AlgU,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0766&e1=1&assembly=complete
PA1797a,0.0286090615,PA1797a,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1797a&e1=1&assembly=complete
PA4312,0.028458137100000003,PA4312,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4312&e1=1&assembly=complete
PA2184,0.0282318787,PA2184,hypothetical protein,Function unknown,RpoN,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2184&e1=1&assembly=complete
PA5060,0.027946024700000002,phaF,polyhydroxyalkanoate synthesis protein PhaF,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5060&e1=1&assembly=complete
PA2986,0.0277109076,PA2986,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2986&e1=1&assembly=complete
PA4295,-0.0321701733,fppA,Flp prepilin peptidase FppA,"Post-translational modification, protein turnover,and chaperones",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4295&e1=1&assembly=complete
