,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_07780,847498,848652,-1,yfkR,1154,yfkQ->yfkT,No COG category,part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor,part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity,-,,"SigB,SigG"
BSU_07790,848633,850174,-1,yfkQ,1541,yfkQ->yfkT,No COG category,part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor,part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity,-,,"SigB,SigG"
BSU_07800,850367,851779,1,treP,1412,treP->treR,Carbohydrate transport and metabolism,"trehalose-specific [[category|SW 1.2.2|PTS]] permease, EIIBC component","trehalose permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIBC of the [[category|SW 1.2.2|PTS]]",-,,"SigA,PhoP,TreR,CcpA"
BSU_07810,851850,853535,1,treA,1685,treP->treR,No COG category,phospho-alpha-glucosidase,phospho-alpha-glucosidase,-,,"SigA,PhoP,TreR,CcpA"
BSU_07820,853556,854272,1,treR,716,treP->treR,Transcription,transcription repressor ([SW|GntR family]),transcription repressor of the [[gene|BC568649A341B2E6341993EDA4BF52BDE18A3294]]-[[gene|2EB9E0C492DF57DF683817E31D6DD34D7580E631]]-[[gene|treR ]]operon  ([SW|GntR family]),-,,"SigA,PhoP,TreR,CcpA"
BSU_07830,854412,855077,1,hypO,665,hypO,Energy production and conversion,NAD(P)H-flavin nitroreductase,NAD(P)H-flavin nitroreductase,-,,"SigA,HypR"
BSU_07840,855114,859502,-1,yfkN,4388,yfkN,Nucleotide transport and metabolism,"cell wall-anchored 3'5' cyclic dinucleotide 3â€² phosphodiesterase, degrades c-di-AMP","cell wall-anchored 3'5' cyclic dinucleotide 3' phosphodiesterase, degrades c-di-AMP",-,,"PhoP,CcpA"
BSU_07850,859745,860263,1,yfkM,518,yfkM,Function unknown,glyoxalase III-like enzyme,"glyoxalase III-like enzyme, general stress protein, survival of salt, paraquat and ethanol  stresses",-,,"SigB,Fur"
BSU_07860,860303,861493,-1,yfkL,1190,yfkK->yfkL,Amino acid transport and metabolism,unknown,similar to multidrug resistance protein,-,,
BSU_07870,861586,861801,-1,yfkK,215,"yfkK, yfkK->yfkL",Function unknown,unknown,unknown,-,,
BSU_07880,862004,862474,1,yfkJ,470,yfkJ->yfkH,Signal transduction,protein tyrosine phosphatase,"general stress protein, protein tyrosine phosphatase, required for protection against paraquat stress",-,,"SigA,SigB"
BSU_07890,862492,862812,1,yfkI,320,yfkJ->yfkH,Function unknown,unknown,"general stress protein, required for protection against paraquat stress",-,,"SigA,SigB"
BSU_07900,862836,863663,1,yfkH,827,yfkJ->yfkH,Function unknown,unknown,"general stress protein, survival of ethanol and paraquat stresses",-,,"SigA,SigB"
BSU_07910,863862,865037,-1,yfkF,1175,"prfA->yfkF, yfkF",Amino acid transport and metabolism,unknown,similar to multidrug-efflux transporter,-,,
BSU_07920,865205,866260,1,chaA,1055,chaA->yfkD,Inorganic ion transport and metabolism,calcium export via proton antiporter,H<sup>+</sup>/Ca<sup>2+</sup> exchanger,-,,"SigB,SigG"
BSU_07930,866331,867125,1,yfkD,794,chaA->yfkD,Function unknown,unknown,unknown,-,,"SigB,SigG"
BSU_07940,867164,868006,-1,yfkC,842,yfkA->yfkC,Cell wall/membrane/envelope biogenesis,"mechanosensitive channel, similar to MscS","mechanosensitive channel, similar to MscS",-,,
BSU_07955,868007,869128,-1,yfkA,1121,yfkA->yfkC,Function unknown,putative Fe-S oxidoreductase,"putative Fe-S oxidoreductase, affects the level of [[protein|3054CD45713BBD69C2A528DE24AF6AF37175FD9D]] modification",-,,
BSU_07970,869273,869458,1,yfjT,185,yfjT,Function unknown,unknown,unknown,-,,
BSU_07980,869559,870350,1,pdaA,791,pdaA,Carbohydrate transport and metabolism,N-acetylmuramic acid deacetylase,"N-acetylmuramic acid deacetylase, spore cortex peptidoglycan synthesis",-,,SigG
BSU_07990,870388,871248,-1,yfjR,860,yfjR,Lipid transport and metabolism,3-hydroxyisobutyrate dehydrogenase,similar to 3-hydroxyisobutyrate dehydrogenase,-,,YclJ
BSU_08000,871347,872306,-1,yfjQ,959,yfjQ,Inorganic ion transport and metabolism,minor magnesium transporter,minor magnesium transporter,-,,
BSU_08010,872425,873288,1,yfjP,863,yfjP->yfjO,No COG category,unknown,similar to DNA-3-methyladenine glycosidase II,-,,
BSU_08020,873402,874802,1,yfjO,1400,yfjP->yfjO,"Translation, ribosomal structure and biogenesis",putative rRNA methyltransferase,similar to ribosomal RNA methyltransferase,-,,
BSU_08029,875428,875694,1,yfzA,266,,No COG category,unknown,unknown,-,,
BSU_08030,876426,877403,1,yfjN,977,yfjN,"Translation, ribosomal structure and biogenesis",putative tRNA-dihydrouridine synthase 2,putative tRNA-dihydrouridine synthase 2,-,,
BSU_08040,877599,878051,1,yfjM,452,yfjM->yfjL,Function unknown,unknown,unknown,-,,
BSU_08050,878081,878770,1,yfjL,689,yfjM->yfjL,No COG category,unknown,similar to ribosomal protein L6,-,,
BSU_08060,879002,880003,1,acoA,1001,acoA->acoL,Energy production and conversion,acetoin dehydrogenase E1 component (TPP-dependent alpha subunit),acetoin dehydrogenase E1 component (TPP-dependent alpha subunit),-,,"SigL,AcoR,Fnr,CcpA"
BSU_08070,880007,881035,1,acoB,1028,acoA->acoL,Energy production and conversion,acetoin dehydrogenase E1 component (TPP-dependent beta subunit),acetoin dehydrogenase E1 component (TPP-dependent beta subunit),-,,"SigL,AcoR,Fnr,CcpA"
BSU_08080,881049,882245,1,acoC,1196,acoA->acoL,Energy production and conversion,acetoin dehydrogenase E2 component (dihydrolipoamide acetyltransferase),acetoin dehydrogenase E2 component (dihydrolipoamide acetyltransferase),-,,"SigL,AcoR,Fnr,CcpA"
BSU_08090,882266,883642,1,acoL,1376,acoA->acoL,Energy production and conversion,acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),-,,"SigL,AcoR,Fnr,CcpA"
BSU_08100,883758,885575,1,acoR,1817,acoR->sspH,Transcription,transcriptional activator (for [[protein|1118A21CC581B0470EC6E7C178F2523CDCA70F93]]-dependent promoter),transcriptional activator of the [[gene|B0A333BDFAE816B48B856A1DD91B73C41584A8E4]]-[[gene|5F953C3C91EB65A031D04A1D91F1CF501F8EFD09]]-[[gene|C4B6C3EE560C8BD353FEABB1A607C89C20DC8D34]]-[[gene|acoL ]]operon,-,,"SigA,CcpA"
BSU_08110,885629,885808,1,sspH,179,"sspH, acoR->sspH",Function unknown,small acid-soluble spore protein (minor),small acid-soluble spore protein (minor),-,,"SigA,SigG,CcpA"
BSU_08120,885844,886173,-1,yfjF,329,yfjA->yfjF,Function unknown,unknown,unknown,-,,
BSU_08130,886223,886681,-1,yfjE,458,yfjA->yfjF,Function unknown,unknown,unknown,-,,
BSU_08140,886775,887332,-1,yfjD,557,yfjA->yfjF,Function unknown,unknown,unknown,-,,
BSU_08150,887364,888131,-1,yfjC,767,yfjA->yfjF,Function unknown,unknown,unknown,-,,
BSU_08160,888143,889366,-1,yfjB,1223,yfjA->yfjF,Function unknown,unknown,unknown,-,,
BSU_08170,889372,889686,-1,yfjA,314,yfjA->yfjF,Function unknown,unknown,unknown,-,,
BSU_08180,890022,891371,1,malA,1349,malA->malP,Carbohydrate transport and metabolism,6-phospho-alpha-glucosidase,6-phospho-alpha-glucosidase,-,,"SigA,GlvR,CcpA"
BSU_08190,891436,892200,1,glvR,764,malA->malP,Transcription,transcriptional activator,transcriptional activator of the malA-glvR-malP operon,-,,"SigA,GlvR,CcpA"
BSU_08200,892215,893798,1,malP,1583,malA->malP,No COG category,"maltose-specific [[category|SW 1.2.2|PTS]], EIICB","maltose-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIICB of the [[category|SW 1.2.2|PTS]]",-,,"SigA,GlvR,CcpA"
BSU_08210,893904,895625,1,yfiB,1721,yfiB->yfiC,Defense mechanisms,[SW|ABC transporter] (ATP-binding protein),similar to [SW|ABC transporter] (ATP-binding protein),-,,
BSU_08220,895619,897433,1,yfiC,1814,yfiB->yfiC,Defense mechanisms,[SW|ABC transporter] (ATP-binding protein),similar to [SW|ABC transporter] (ATP-binding protein),-,,
BSU_08230,897588,897992,1,catD,404,catD->catE,Function unknown,unknown,essential for viability in the presence of catechol,-,,"SigA,CatR,YodB,Fur"
BSU_08240,898010,898867,1,catE,857,catD->catE,Function unknown,"catechol 2,3-dioxygenase","catechol 2,3-dioxygenase, detoxification of environmental catechols, protects cells from intoxication by endogenous bacillibactin-derived catechol metabolites under iron-limited conditions",-,,"SigA,CatR,YodB,Fur"
BSU_08250,898961,899905,1,yfiF,944,yfiF,Transcription,unknown,similar to transcription factor ([SW|AraC family]),-,,
BSU_08260,900080,901528,1,yfiG,1448,yfiG->yfiI,No COG category,D-chiro-inositol transport protein,D-chiro-inositol transport protein,-,,
BSU_08270,901555,902496,1,yfiH,941,yfiG->yfiI,Carbohydrate transport and metabolism,unknown,unknown,-,,
BSU_08280,902506,903687,1,yfiI,1181,yfiG->yfiI,Function unknown,unknown,similar to oxidoreductase,-,,
BSU_08290,903811,905013,1,lnrJ,1202,lnrJ->lnrK,Signal transduction,two-component sensor kinase,"two-component sensor kinase, involved in resistance to linearmycin",-,,
BSU_08300,905010,905672,1,lnrK,662,lnrJ->lnrK,Transcription,two-component response regulator,"two-component response regulator, involved in resistance to linearmycin",-,,
BSU_08310,905816,906751,1,lnrL,935,lnrL->lnrN,Defense mechanisms,[SW|ABC transporter] (ATP-binding protein),"similar to [SW|ABC transporter] (ATP-binding protein), involved in resistance to linearmycin",-,,"LnrK,SigG,SigF"
BSU_08320,906764,907954,1,lnrM,1190,lnrL->lnrN,Defense mechanisms,[SW|ABC transporter] (membrane protein),"similar to [SW|ABC transporter] (membrane protein), involved in resistance to linearmycin",-,,"LnrK,SigG,SigF"
BSU_08330,907968,909125,1,lnrN,1157,lnrL->lnrN,Defense mechanisms,[SW|ABC transporter] (membrane protein),"similar to [SW|ABC transporter] (membrane protein), involved in resistance to linearmycin",-,,"LnrK,SigG,SigF"
BSU_08340,909198,909746,-1,padR,548,padR,Transcription,transcriptional repressor,"repressor of [[gene|1E0BA378F14ADF03D613DA3BF3241C1ADE75075E]]-[[gene|1F56C126099E1D5241069E06477F277C12B20C58]]-[[gene|ECA64CB1E4BF8B6B0854B1B63C9E85A519059C6C]], induction occurs by binding of phenolic acids,stress response",-,,
BSU_08350,910019,910651,1,lipB,632,lipB,No COG category,"extracellular esterase, lipase","extracellular esterase, lipase",-,,
BSU_08360,910840,911928,1,yfiQ,1088,yfiQ,Carbohydrate transport and metabolism,unknown,putative membrane-bound acyltransferase,-,,
BSU_08370,911964,912581,-1,yfiR,617,"yfiS->yfiR, yfiR",Transcription,transcriptional regulator ([SW|TetR family]),transcriptional regulator ([SW|TetR family]) of the [[gene|09D56215645F3E13803704F96FC6AD3FAAD58EF4]]-[[gene|yfiR ]]operon,-,,"YfiR,TnrA"
BSU_08380,912547,913800,-1,yfiS,1253,yfiS->yfiR,Amino acid transport and metabolism,unknown,similar to multidrug resistance protein,-,,"YfiR,TnrA"
BSU_08390,913924,914460,1,bstA,536,bstA,Function unknown,bacillithiol S-transferase,bacillithiol S-transferase,-,,
BSU_08400,914457,916013,-1,yfiU,1556,yfiU,No COG category,unknown,similar to multidrug-efflux transporter,-,,
BSU_08410,916124,916606,-1,yfiV,482,yfiV,Transcription,unknown,similar to transcriptional regulator (MarR family),-,,
BSU_08425,916778,919348,1,mprF,2570,mprF,Function unknown,lysyl-phosphatidylglycerol synthase,"synthesis of lysylphosphatidylglycerol (L-PG), lysinylation of phosphatidylglycerol provides some resistance against positively charged antimicrobial peptides",-,,
BSU_08440,919366,920343,-1,yfiY,977,yfiY,Inorganic ion transport and metabolism,[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (binding protein),"[SW|ABC transporter  for the siderophore schizokinen and arthrobactin (binding protein), works with  ATPase [[protein|5C52DB31F378E49AABE5D937DD901A68F3810477]]",-,,Fur
BSU_08450,920474,921475,1,yfiZ,1001,yfiZ->yfhA,Inorganic ion transport and metabolism,[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (permease),"[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (permease), works with  ATPase [[protein|5C52DB31F378E49AABE5D937DD901A68F3810477]]",-,,Fur
BSU_08460,921472,922503,1,yfhA,1031,yfiZ->yfhA,Inorganic ion transport and metabolism,[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (permease),"[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (permease), works with  ATPase [[protein|5C52DB31F378E49AABE5D937DD901A68F3810477]]",-,,Fur
BSU_08470,922618,923499,1,yfhB,881,yfhB->yfhC,Function unknown,unknown,unknown,-,,
BSU_08480,923587,924171,1,yfhC,584,"yfhB->yfhC, yfhC",Energy production and conversion,unknown,unknown,-,,Fur
BSU_08490,924210,924401,-1,yfhD,191,yfhF->yfhD,Function unknown,unknown,"general stress protein, survival of ethanol  stress and low temperatures",-,,"SigB,SigG,SigF"
BSU_08500,924468,924578,-1,yfhE,110,yfhF->yfhD,No COG category,unknown,"general stress protein, survival of salt, ethanol and paraquat stresses and low temperatures",-,,"SigB,SigG,SigF"
BSU_08510,924633,925544,-1,yfhF,911,yfhF->yfhD,Function unknown,unknown,"general stress protein, similar to nucleoside-diphosphate sugar epimerase",-,,"SigB,SigG,SigF"
BSU_08520,925633,926427,1,recX,794,recX->yfhH,Function unknown,recombination protein,"recombination protein, modulates the SOS response and facilitates [[protein|A44D4677FB70BE8F554BF1001A500F817C7DA95F]]-mediated recombinational repair and genetic recombination",-,,
BSU_08530,926429,926743,1,yfhH,314,recX->yfhH,Function unknown,unknown,unknown,-,,
BSU_08540,926886,928079,1,yfhI,1193,yfhI,Amino acid transport and metabolism,unknown,similar to antibiotic resistance protein,-,,
BSU_08550,928112,928264,-1,sspK,152,sspK,Function unknown,small acid-soluble spore protein (minor) SASP,small acid-soluble spore protein (minor) SASP,-,,SigG
BSU_08560,928389,928658,1,yfhJ,269,yfhJ,Function unknown,unknown,unknown,-,,
BSU_08570,928803,929321,1,yfhK,518,yfhK->yfhM,Signal transduction,unknown,"general stress protein, similar to cell division inhibitor",-,,"SigW,SigB"
BSU_08580,929406,929738,1,yfhL,332,yfhK->yfhM,Function unknown,resistence protein (against toxic peptide [[protein|820635420B3980B620F3E3D7ACF7EDE9DC6275AD]]),"general stress protein, important for survival at low temperature (4C) and during ethanol stress",-,,"SigW,SigB"
BSU_08590,929725,930585,1,yfhM,860,yfhK->yfhM,Function unknown,unknown,"general stress protein, similar to epoxide hydrolase",-,,"SigW,SigB"
BSU_08600,930818,931807,1,csbB,989,csbB->yfhO,Cell wall/membrane/envelope biogenesis,lipoteichoic acid glycosyltransferase,"lipoteichoic acid glycosyltransferase, general stress protein, required for protection against paraquate stress",-,,"SigB,SigX"
BSU_08610,931879,934464,1,yfhO,2585,csbB->yfhO,Function unknown,glycosyltransferase,required for lipoteichoic acid glycosylation,-,,"SigB,SigX"
BSU_08620,934457,935440,-1,yfhP,983,yfhP,Function unknown,unknown,unknown,-,,SigK
BSU_08630,935656,936765,1,mutY,1109,mutY->sspE,"Replication, recombination and repair",A/G-specific adenine glycosylase,"A/G-specific adenine glycosylase, error prevention oxidized guanine system, releases adenines from 8-oxo-G:A mismatches",-,,"SigA,SigG,YfhP"
BSU_08640,936773,936997,-1,yfhS,224,yfhS,Function unknown,unknown,unknown,-,,SigE
BSU_08650,937079,937831,1,fabL,752,"fabL->sspE, mutY->sspE",Lipid transport and metabolism,enoyl-acyl carrier protein reductase,enoyl-acyl carrier protein reductase,-,,"SpoVT,SigA,SigG,YfhP"
BSU_08660,937900,938154,1,sspE,254,"fabL->sspE, mutY->sspE",Function unknown,small acid-soluble spore protein (major gamma-type SASP),small acid-soluble spore protein (major gamma-type SASP),-,,"SpoVT,SigA,SigG,YfhP"
BSU_08670,938243,938587,1,ygaB,344,ygaB,Function unknown,unknown,unknown,-,,
BSU_08680,938731,939261,1,ygaC,530,ygaC->ygaD,"Translation, ribosomal structure and biogenesis",unknown,unknown,-,,
BSU_08690,939322,941091,1,ygaD,1769,ygaC->ygaD,Defense mechanisms,[SW|ABC transporter] (fused ATP-binding and membrane protein),similar to [SW|ABC transporter] (fused ATP-binding and membrane protein),-,,
BSU_08700,941168,942229,-1,ygaE,1061,ygaE,Function unknown,unknown,unknown,-,,
BSU_08710,942449,943738,-1,gsaB,1289,gsaB,Coenzyme transport and metabolism,glutamate-1-semialdehyde aminotransferase,"glutamate-1-semialdehyde aminotransferase, required for [[protein|3054CD45713BBD69C2A528DE24AF6AF37175FD9D]] modification",-,,
BSU_08720,943891,944364,1,ygaF,473,ygaF->preR,"Post-translational modification, protein turnover, and chaperones",unknown,similar to thioredoxin-dependent hydroperoxide peroxidase,-,,
BSU_08730,944487,944924,1,perR,437,"perR, ygaF->preR",Inorganic ion transport and metabolism,transcriptional repressor ([SW|Fur family]),"transcriptional repressor of the peroxide regulon, sensor of the intracellular Fe/Mn ratio",-,,"PerR,SigA"
BSU_08740,944959,945312,-1,ygzB,353,ygzB,Function unknown,unknown,unknown,-,,
BSU_08750,945520,946404,1,ygxA,884,ygxA->rrnD-5S,Function unknown,unknown,unknown,-,,
BSU__tRNA_30,951662,951753,1,trnD-Ser,91,,No COG category,transfer RNA-Ser,,-,,
BSU__tRNA_38,952397,952470,1,trnD-Trp,73,,No COG category,transfer RNA-Trp,,-,,
BSU__tRNA_42,952781,952851,1,trnD-Cys,70,,No COG category,transfer RNA-Cys,,-,,
BSU__tRNA_44,953213,953294,1,trnD-Leu2,81,,No COG category,transfer RNA-Leu,,-,,
BSU_08760,953373,954149,-1,spo0M,776,spo0M,Function unknown,unknown,sporulation-control gene,-,,"SigW,SigH"
BSU_08770,954291,954494,1,ygzA,203,ygzA,Function unknown,unknown,unknown,-,,
BSU_08779,954579,954851,-1,ygzC,272,ygzC,No COG category,unknown,unknown,-,,
BSU_08780,954893,955585,1,ygaJ,692,,Amino acid transport and metabolism,unknown,similar to peptidase,-,,
BSU__misc_RNA_11,955655,955762,1,Thi-box,107,,No COG category,Thi-box RNA,Thi-box controlling thiC expression,-,,Thi-box
BSU_08790,955895,957667,1,thiC,1772,thiC,Coenzyme transport and metabolism,4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate (HMP-P) synthase,"4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate (HMP-P) synthase, biosynthesis of the pyrimidine moiety of thiamine",-,,Thi-box
BSU_08800,957705,959060,-1,ygaK,1355,ygaK,Energy production and conversion,unknown,uncharacterized FAD-linked oxidoreductase,-,,
BSU_08810,959290,959508,1,senS,218,senS,No COG category,transcriptional regulator,transcriptional regulator of extracellular enzyme genes,-,,
BSU_08820,959535,960986,-1,katA,1451,katA,Inorganic ion transport and metabolism,vegetative catalase,main vegetative catalase 1,-,,PerR
BSU_08830,961394,962161,1,ssuB,767,ssuB->ygaN,Inorganic ion transport and metabolism,aliphatic sulfonate [SW|ABC transporter] (binding protein),aliphatic sulfonate [SW|ABC transporter] (binding protein),-,,"SigA,CymR"
BSU_08840,962179,963177,1,ssuA,998,ssuB->ygaN,Cell wall/membrane/envelope biogenesis,aliphatic sulfonate ABC transporter (binding lipoprotein),aliphatic sulfonate ABC transporter (binding lipoprotein),-,,"SigA,CymR"
BSU_08850,963174,964004,1,ssuC,830,ssuB->ygaN,Inorganic ion transport and metabolism,aliphatic sulfonate [SW|ABC transporter] (permease),aliphatic sulfonate [SW|ABC transporter] (permease),-,,"SigA,CymR"
BSU_08860,964027,965157,1,ssuD,1130,ssuB->ygaN,Energy production and conversion,aliphatic sulfonate monooxygenase,aliphatic sulfonate monooxygenase,-,,"SigA,CymR"
BSU_08870,965261,965797,1,ygaN,536,ssuB->ygaN,No COG category,unknown,unknown,-,,"SigA,CymR"
BSU_08880,965909,966178,1,rpsNB,269,rpsNB,"Translation, ribosomal structure and biogenesis",alternative ribosomal protein S14*,"alternative ribosomal protein S14*, can replace [[protein|0CC562884650F322298BEA28C889E2ABCB01AFDE]] under conditions of zinc limitation",-,,"Zur,YlxR"
BSU_08890,966196,966669,-1,ygaO,473,ygzD->ygaO,Function unknown,unknown lipoprotein,unknown lipoprotein,-,,
BSU_08899,966671,966871,-1,ygzD,200,ygzD->ygaO,Transcription,putative HTH-type transcriptional regulator,similar to transcription regulator ([SW|Xre family]),-,,
BSU_08900,967229,967852,-1,yhzB,623,yhzB,Function unknown,unknown,unknown,-,,
BSU_08910,967935,969095,1,queG,1160,queG,Energy production and conversion,epoxyqueuosine reductase,epoxyqueuosine reductase,-,,
BSU_08920,969162,970097,1,yhbB,935,yhbB->cspR,Function unknown,amidase,"spore coat protein, amidase",-,,SigE
BSU_08930,970135,970617,1,cspR,482,"yhbB->cspR, cspR","Translation, ribosomal structure and biogenesis",tRNA (Um34/Cm34) methyltransferase homolog,similar to tRNA (Um34/Cm34) methyltransferase,-,,SigE
BSU_08940,970667,971383,1,yhbD,716,yhbD->yhbF,Transcription,unknown,unknown,-,,
BSU_08950,971374,972087,1,yhbE,713,yhbD->yhbF,Cell wall/membrane/envelope biogenesis,bactofilin,"bactofilin, required for flagellar hook- and filament assembly",-,,
BSU_08960,972099,972806,1,yhbF,707,yhbD->yhbF,Cell wall/membrane/envelope biogenesis,bactofilin,"bactofilin, required for flagellar hook- and filament assembly",-,,
BSU_08970,973156,975051,1,prkA,1895,prkA,Signal transduction,putative serine protein kinase,putative serine protein kinase,-,,SigE
BSU_08980,975231,976409,1,yhbH,1178,yhbH,Function unknown,unknown,[[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]]-dependent [SW|sporulation] gene,-,,SigE
BSU_08990,976569,977033,1,yhbI,464,yhbI->yhcC,No COG category,unknown,similar to transcriptional regulator ([SW|MarR family]),-,,
BSU_09000,977069,977734,1,yhbJ,665,yhbI->yhcC,Defense mechanisms,unknown,putative efflux system component,-,,
BSU_09010,977775,979373,1,yhcA,1598,yhbI->yhcC,No COG category,c-di-AMP exporter,c-di-AMP exporter,-,,
BSU_09020,979396,979926,1,yhcB,530,yhbI->yhcC,Function unknown,unknown,similar to oxidoreductase,-,,
BSU_09030,979939,980313,1,yhcC,374,yhbI->yhcC,Function unknown,unknown,unknown,-,,
BSU_09040,980313,980468,1,yhcD,155,,No COG category,unknown,unknown,-,,
BSU_09050,980473,981234,1,yhcE,761,yhcE->yhcI,No COG category,[SW|ABC transporter] (membrane protein),similar to [SW|ABC transporter] (membrane protein),-,,
BSU_09060,981237,981602,1,yhcF,365,yhcE->yhcI,Transcription,transcriptional regulator ([SW|GntR family]),similar to transcriptional regulator ([SW|GntR family]),-,,
BSU_09070,981604,982302,1,yhcG,698,yhcE->yhcI,Defense mechanisms,[SW|ABC transporter] (ATP-binding protein),similar to [SW|ABC transporter] (ATP-binding protein),-,,
BSU_09080,982319,983236,1,yhcH,917,yhcE->yhcI,No COG category,[SW|ABC transporter] (ATP-binding protein),similar to [SW|ABC transporter] (ATP-binding protein),-,,
BSU_09090,983229,984170,1,yhcI,941,yhcE->yhcI,No COG category,[SW|ABC transporter] (membrane protein),similar to [SW|ABC transporter] (membrane protein),-,,
BSU_09100,984262,984465,-1,cspB,203,cspB,Transcription,major cold-shock protein,major cold-shock protein,-,,SigA
BSU_09110,984901,985731,1,yhcJ,830,yhcJ,Cell wall/membrane/envelope biogenesis,unknown,similar to [SW|ABC transporter] (binding lipoprotein),-,,
BSU_09120,985734,986813,-1,dgcK,1079,dgcK,Signal transduction,diguanylate cyclase,diguanylate cyclase,-,,
BSU_09130,986986,988377,1,tcyP,1391,tcyP,Intracellular trafficking and secretion,cystine and diaminopimelate transporter,cystine and diaminopimelate transporter,-,,CymR
BSU_09140,988417,988872,-1,yhcM,455,yhcM,Function unknown,unknown,general stress protein,-,,"SigB,SigG,SigF"
BSU_09150,989022,989591,1,yhcN,569,yhcN,Function unknown,unknown,spore lipoprotein,-,,"SigG,SigF"
BSU_09165,989712,990680,1,yhcO,968,yhcO,Function unknown,unknown,unknown,-,,"SigK,SigE"
BSU_09180,990612,991265,-1,yhcQ,653,yhcQ,Cell wall/membrane/envelope biogenesis,unknown,unknown,-,,SigG
BSU_09190,991348,995001,1,yhcR,3653,yhcR->yhcS,No COG category,"extracellular non-specific endonuclease, Rnase","extracellular non-specific endonuclease, Rnase",-,,
BSU_09200,994998,995594,1,yhcS,596,yhcR->yhcS,Cell wall/membrane/envelope biogenesis,sortase,sortase,-,,
BSU_09210,995624,996532,-1,yhcT,908,S319->yhcT,"Translation, ribosomal structure and biogenesis",putative [SW|sporulation]-specific pseudouridylate synthase,similar to pseudouridylate synthase,-,,
BSU_09220,996643,997038,1,yhcU,395,,Function unknown,unknown,unknown,-,,
BSU_09230,997175,997597,1,yhcV,422,yhcV,Function unknown,unknown,forespore-specific sporulation protein,-,,SigG
BSU_09240,997724,998386,1,yhcW,662,yhcW->yhcX,Function unknown,unknown,putative glycerol-3-phosphatase,-,,
BSU_09250,998402,999943,1,yhcX,1541,yhcW->yhcX,Transcription,unknown,putative C-N hydrolase,-,,
BSU_09259,1000027,1000218,1,yhzG,191,,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_09260,1000364,1001716,1,yhxA,1352,yhxA->glpP,Amino acid transport and metabolism,unknown,similar to adenosylmethionine-8-amino-7-oxononanoate aminotransferase,-,,SigA
BSU_09270,1001744,1002322,1,glpP,578,yhxA->glpP,Transcription,transcriptional antiterminator,transcriptional antiterminator of the glpT-glpQ and glpF-glpK-glpD operons,-,,SigA
BSU_09280,1002501,1003325,1,glpF,824,glpF->glpK,Carbohydrate transport and metabolism,glycerol facilitator,glycerol facilitator,-,,"ResD,SigA,GlpP,CcpA,AbrB"
BSU_09290,1003344,1004834,1,glpK,1490,glpF->glpK,Energy production and conversion,glycerol kinase,glycerol kinase,-,,"ResD,SigA,GlpP,CcpA,AbrB"
BSU_09300,1004975,1006642,1,glpD,1667,glpD,Energy production and conversion,glycerol-3-phosphate dehydrogenase (menaquinone 7),glycerol-3-phosphate dehydrogenase (menaquinone 7),-,,"SigA,GlpP,CcpA,AbrB"
BSU_09310,1006774,1008519,1,pgcA,1745,pgcA,Carbohydrate transport and metabolism,alpha-phosphoglucomutase,"alpha-phosphoglucomutase, required for UDP-glucose synthesis, inhibits [[protein|41872E2EF00C79918DD077F2EF78F37E24FEB110]] ring assembly (indirect effect due to a defect in UDP-glucose synthesis)",-,,
BSU_09320,1008668,1009807,1,yhcY,1139,yhcY->yhdA,Signal transduction,two-component sensor kinase,two-component sensor kinase,-,,"SigA,LiaR"
BSU_09330,1009804,1010448,1,yhcZ,644,yhcY->yhdA,Transcription,two-component response regulator,two-component response regulator,-,,"SigA,LiaR"
BSU_09340,1010445,1010969,1,yhdA,524,yhcY->yhdA,Function unknown,unknown,similar to NADPH-dependent azobenzene FMN reductase,-,,"SigA,LiaR"
BSU_09350,1010984,1011226,-1,yhdB,242,yhdB,Function unknown,unknown,unknown,-,,SigG
