locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA2636,0.037154293000000005,PA2636,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2636&e1=1&assembly=complete
PA2914,0.037112394,PA2914,,ABC transporter permease,Inorganic ion transport and metabolism,Cobalamin,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2914&e1=1&assembly=complete
PA0444,0.037110455,PA0444,,allantoate amidohydrolase,Amino acid transport and metabolism,RutR2,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0444&e1=1&assembly=complete
PA1108,0.036663485,PA1108,,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1108&e1=1&assembly=complete
PA1153,0.036608925,PA1153,,hypothetical protein,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1153&e1=1&assembly=complete
PA0813,0.036278912,PA0813,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0813&e1=1&assembly=complete
PA3036,0.036230009,PA3036,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3036&e1=1&assembly=complete
PA0138,0.036019073000000006,PA0138,,ABC transporter permease,"Intracellular trafficking, secretion, and vesicular transport",RutR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0138&e1=1&assembly=complete
PA4218,0.035806389,PA4218,,transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4218&e1=1&assembly=complete
PA0976,0.035776374,PA0976,,7-cyano-7-deazaguanine synthase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0976&e1=1&assembly=complete
PA2187,0.035599064,PA2187,,hypothetical protein,Function unknown,RpoN,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2187&e1=1&assembly=complete
PA3721,0.035481561,nalC,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3721&e1=1&assembly=complete
PA1874,0.035031997,PA1874,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1874&e1=1&assembly=complete
PA0324,0.03500204,PA0324,,ABC transporter permease,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0324&e1=1&assembly=complete
PA4100,0.034830398000000005,PA4100,,dehydrogenase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4100&e1=1&assembly=complete
PA4186,0.034574465000000006,PA4186,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4186&e1=1&assembly=complete
PA5396,0.034296608,PA5396,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5396&e1=1&assembly=complete
PA4770,0.034107092000000006,lldP,,L-lactate permease,Energy production and conversion,LldR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4770&e1=1&assembly=complete
PA3279,0.033657798,oprP,,phosphate-specific outer membrane porin OprP,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3279&e1=1&assembly=complete
PA4127,0.033563988,hpcG,,2-oxo-hepta-3-ene-1%2C7-dioic acid hydratase,"Secondary metabolites biosynthesis, transport, and catabolism",RsmA,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4127&e1=1&assembly=complete
PA2804,0.033354545,PA2804,,hypothetical protein,Function unknown,PhnR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2804&e1=1&assembly=complete
PA4821,0.033119969,PA4821,,transporter,Defense mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4821&e1=1&assembly=complete
PA2688,0.033112421,pfeA,,ferric enterobactin receptor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2688&e1=1&assembly=complete
PA2070,0.032673567,PA2070,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2070&e1=1&assembly=complete
PA2157,0.032423613000000004,PA2157,,hypothetical protein,Function unknown,RpoN,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2157&e1=1&assembly=complete
PA0434,0.032316648,PA0434,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0434&e1=1&assembly=complete
PA3298,0.032198161,PA3298,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3298&e1=1&assembly=complete
PA3711,0.031892521,PA3711,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3711&e1=1&assembly=complete
PA0220,0.031817023,PA0220,,amino acid APC family transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0220&e1=1&assembly=complete
PA2268,0.031149382000000003,PA2268,,hypothetical protein,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2268&e1=1&assembly=complete
PA2513,0.031125347,antB,,anthranilate dioxygenase small subunit,"Secondary metabolites biosynthesis, transport, and catabolism",AntR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2513&e1=1&assembly=complete
PA3901,0.031082866,fecA,,Fe(III) dicitrate transporter FecA,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3901&e1=1&assembly=complete
PA5219,0.031066702,PA5219,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5219&e1=1&assembly=complete
PA0702,0.030984418000000003,PA0702,,hypothetical protein,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0702&e1=1&assembly=complete
PA5246,0.030871829000000003,PA5246,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5246&e1=1&assembly=complete
PA4313,0.030585068000000003,PA4313,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4313&e1=1&assembly=complete
PA1951,0.030335778,PA1951,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1951&e1=1&assembly=complete
PA0884,0.030319795000000004,PA0884,,C4-dicarboxylate-binding protein,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0884&e1=1&assembly=complete
PA1932,0.03022955,PA1932,,hydroxylase molybdopterin-containing subunit,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1932&e1=1&assembly=complete
PA1873,0.030218768000000003,PA1873,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1873&e1=1&assembly=complete
PA3037,0.030169308000000002,PA3037,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3037&e1=1&assembly=complete
PA1567,0.029974918000000003,PA1567,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1567&e1=1&assembly=complete
PA0208,0.029671527000000003,mdcA,,malonate decarboxylase subunit alpha,Lipid transport and metabolism,MdcR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0208&e1=1&assembly=complete
PA5411,0.029608888000000003,gbcB,,protein GbcB,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5411&e1=1&assembly=complete
PA3422,0.029372614000000002,PA3422,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3422&e1=1&assembly=complete
PA0821,0.029227952,PA0821,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0821&e1=1&assembly=complete
PA0573,0.029002182,PA0573,,hypothetical protein,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0573&e1=1&assembly=complete
PA3341,0.028995076,PA3341,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3341&e1=1&assembly=complete
PA3897,0.028840276,PA3897,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3897&e1=1&assembly=complete
PA2771,0.028833091,PA2771,,hypothetical protein,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2771&e1=1&assembly=complete
PA4804,0.028734152000000002,PA4804,,amino acid permease,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4804&e1=1&assembly=complete
PA3543,0.028730016,algK,,alginate biosynthesis protein AlgK,Function unknown,PA1226,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3543&e1=1&assembly=complete
PA3258,0.028533782,PA3258,,hypothetical protein,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3258&e1=1&assembly=complete
PA1261,0.028490064000000002,PA1261,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1261&e1=1&assembly=complete
PA4634,0.028072258000000003,PA4634,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4634&e1=1&assembly=complete
PA2377,0.028005215000000003,PA2377,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2377&e1=1&assembly=complete
PA2266,0.027719208000000002,PA2266,,cytochrome C,Energy production and conversion,PtxS,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2266&e1=1&assembly=complete
PA1253,0.027672727,PA1253,,semialdehyde dehydrogenase,Energy production and conversion,"HypR,LphR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1253&e1=1&assembly=complete
PA0205,0.027641775,PA0205,,ABC transporter permease,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0205&e1=1&assembly=complete
PA4540,0.02762891,PA4540,,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4540&e1=1&assembly=complete
PA2712,0.027620239,PA2712,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2712&e1=1&assembly=complete
PA1598,0.027398981000000003,PA1598,,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1598&e1=1&assembly=complete
PA2178,0.027314432000000003,PA2178,,hypothetical protein,Function unknown,RpoN,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2178&e1=1&assembly=complete
PA1700,0.027076161,PA1700,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1700&e1=1&assembly=complete
PA2551,0.027016557,PA2551,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2551&e1=1&assembly=complete
PA3605,0.026994656000000002,PA3605,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3605&e1=1&assembly=complete
PA3359,0.026835189000000002,PA3359,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3359&e1=1&assembly=complete
PA2746,0.026747474,PA2746,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2746&e1=1&assembly=complete
PA4517,0.026722691000000003,PA4517,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4517&e1=1&assembly=complete
PA4813,0.026716376,lipC,,lipase LipC,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4813&e1=1&assembly=complete
PA4871,0.02665816,PA4871,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4871&e1=1&assembly=complete
PA3573,0.026564153,PA3573,,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3573&e1=1&assembly=complete
PA0751,0.02651547,PA0751,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0751&e1=1&assembly=complete
PA0224,0.026436428,PA0224,,class II aldolase/adducin domain-containing protein,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0224&e1=1&assembly=complete
PA5405,0.026345381,PA5405,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5405&e1=1&assembly=complete
PA0952,0.026274711000000003,PA0952,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0952&e1=1&assembly=complete
PA0975,0.026187611000000003,PA0975,,radical activating enzyme,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0975&e1=1&assembly=complete
PA5407,0.026179556000000003,PA5407,,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5407&e1=1&assembly=complete
PA1466,0.026174693000000002,PA1466,,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1466&e1=1&assembly=complete
PA0987,0.026029249,PA0987,,hypothetical protein,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0987&e1=1&assembly=complete
PA0671,0.02600281,PA0671,,hypothetical protein,Function unknown,LexA,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0671&e1=1&assembly=complete
PA1320,0.025862131,cyoD,,cytochrome o ubiquinol oxidase subunit IV,Energy production and conversion,Fur,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1320&e1=1&assembly=complete
PA2746a,0.025668083,PA2746a,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2746a&e1=1&assembly=complete
PA4187,0.025549013000000002,PA4187,,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4187&e1=1&assembly=complete
PA3574,0.025542331,nalD,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3574&e1=1&assembly=complete
PA5385,-0.025893529000000002,cdhB,,carnitine dehydrogenase,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5385&e1=1&assembly=complete
PA0111,-0.025969095,PA0111,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0111&e1=1&assembly=complete
PA1209,-0.027307945,PA1209,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1209&e1=1&assembly=complete
PA0712,-0.027678521,PA0712,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0712&e1=1&assembly=complete
PA1921,-0.028362263000000002,PA1921,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1921&e1=1&assembly=complete
PA5537,-0.028570978,PA5537,,hypothetical protein,No COG annotation,Zur,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5537&e1=1&assembly=complete
PA1825,-0.028832846000000002,PA1825,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1825&e1=1&assembly=complete
PA4636a,-0.029374066,PA4636a,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4636a&e1=1&assembly=complete
PA4648,-0.029725596000000003,PA4648,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4648&e1=1&assembly=complete
PA2033,-0.029870027,PA2033,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2033&e1=1&assembly=complete
PA2501,-0.030600688,PA2501,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2501&e1=1&assembly=complete
PA1883,-0.030617742000000003,PA1883,,NADH-quinone oxidoreductase subunit A,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1883&e1=1&assembly=complete
PA5384,-0.030675704,PA5384,,lipolytic protein,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5384&e1=1&assembly=complete
PA5419,-0.030738616000000003,soxG,,sarcosine oxidase subunit gamma,Amino acid transport and metabolism,"SouR,GbdR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5419&e1=1&assembly=complete
PA2145,-0.030983783,PA2145,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2145&e1=1&assembly=complete
PA2021,-0.031004542000000003,PA2021,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2021&e1=1&assembly=complete
PA3389,-0.031675741,PA3389,,ring-cleaving dioxygenase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3389&e1=1&assembly=complete
PA4173,-0.032560512,PA4173,,hypothetical protein,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4173&e1=1&assembly=complete
PA0521,-0.032812881,PA0521,,cytochrome C oxidase subunit,Energy production and conversion,Dnr,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0521&e1=1&assembly=complete
PA4392,-0.038303987000000005,PA4392,,hypothetical protein,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4392&e1=1&assembly=complete
